site,census,code,genus,species,n10g,r10g,f10g,l10g,u10g,n50g,r50g,f50g,l50g,u50g,n100g,r100g,f100g,l100g, 
Lambir,1992-1997,lam,Casearia,sp.incert.2,4,3.374,1.918,1.233,2.962,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Casearia,sp.incert.2,38,1.293,1.354,1.087,1.705,3,0.434,0.669,0.352,1.281,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Castanopsis,sp.incert.1,23,2.177,1.959,1.49,2.618,3,4.65,1.483,0.773,2.701,3,2.237,0.927,0.446,2.029
Lambir,1992-1997,lam,Cheilosa,sp.incert.,6,0.906,1.293,0.881,1.906,2,0.303,0.658,0.354,1.269,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Chionanthus,sp.incert.1,92,1.458,1.467,1.249,1.73,35,1.084,1.041,0.794,1.389,11,0.644,0.612,0.373,1.073
Lambir,1992-1997,lam,Chionanthus,sp.incert.2,12,1.896,1.722,1.226,2.369,4,1.03,0.893,0.502,1.539,3,1.077,0.733,0.368,1.534
Lambir,1992-1997,lam,Claoxylon,lambirensis_sp.nov.nom.ined.,3,2.385,1.713,1.119,2.717,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Cleistanthus,cf.gracilis,144,1.459,1.462,1.293,1.676,30,0.562,0.603,0.449,0.817,4,0.16,0.317,0.155,0.65
Lambir,1992-1997,lam,Cleistocalyx,cf.barringtonioides,448,1.473,1.474,1.363,1.596,86,1.167,1.149,0.954,1.379,63,0.465,0.472,0.366,0.609
Lambir,1992-1997,lam,Cryptocarya,aff.scortechinii,71,2.074,1.998,1.673,2.384,14,1.013,0.97,0.648,1.416,3,0.398,0.485,0.245,1.011
Lambir,1992-1997,lam,Cryptocarya,aff.tomentosa,689,1.858,1.851,1.738,1.966,147,1.105,1.09,0.935,1.271,105,0.775,0.765,0.626,0.918
Lambir,1992-1997,lam,Cryptocarya,cf.kurzii,13,4.225,2.64,1.912,3.658,4,3.927,1.561,0.833,2.78,3,1.352,0.802,0.378,1.78
Lambir,1992-1997,lam,Cryptocarya,cf.rugulosa,9,2.437,1.901,1.286,2.797,2,3.47,1.214,0.63,2.226,4,1.865,0.987,0.509,1.958
Lambir,1992-1997,lam,Cryptocarya,sp.incert.2,46,1.832,1.794,1.443,2.194,6,1.705,1.19,0.709,2.053,3,0.449,0.523,0.25,1.122
Lambir,1992-1997,lam,Dacryodes,aff.longifolia,354,1.419,1.424,1.3,1.559,36,0.849,0.838,0.63,1.144,13,0.755,0.71,0.452,1.136
Lambir,1992-1997,lam,Dendrocnide,sp.incert.2,4,1.955,1.686,1.095,2.515,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Dialium,sp.incert.,125,1.285,1.308,1.124,1.518,22,0.954,0.934,0.678,1.283,34,0.358,0.378,0.272,0.538
Lambir,1992-1997,lam,Dillenia,sp.incert.1,2,4.067,1.814,1.173,2.877,1,0.346,0.728,0.346,1.405,1,0.506,0.555,0.233,1.358
Lambir,1992-1997,lam,Diospyros,aff.cauliflora,155,1.248,1.272,1.113,1.453,22,0.748,0.767,0.532,1.11,13,0.679,0.645,0.39,1.043
Lambir,1992-1997,lam,Diospyros,aff.graciliflora,192,1.174,1.194,1.069,1.345,20,0.541,0.604,0.421,0.853,3,0.337,0.462,0.217,0.983
Lambir,1992-1997,lam,Diospyros,cf.jaherii,34,1.095,1.204,0.938,1.519,6,1.059,0.937,0.549,1.645,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Diospyros,lambirensis_sp.nov.nom.ined.,113,1.195,1.227,1.061,1.408,34,0.745,0.761,0.559,1.012,33,0.584,0.581,0.406,0.815
Lambir,1992-1997,lam,Diploknema,lambirensis_sp.nov.nom.ined.,4,0.934,1.38,0.905,2.057,0,NA,NA,NA,NA,1,0.064,0.39,0.173,0.973
Lambir,1992-1997,lam,Dracaena,aff.brachystachys,21,1.759,1.697,1.273,2.257,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Dracaena,sp.,1,1.276,1.549,0.994,2.48,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Drypetes,sp.incert.,4,0.969,1.379,0.87,2.153,1,1.018,0.868,0.434,1.761,4,1.065,0.77,0.371,1.541
Lambir,1992-1997,lam,Drypetes,sp.incert.1,36,1.422,1.455,1.151,1.862,10,1.002,0.937,0.605,1.436,2,0.421,0.521,0.234,1.126
Lambir,1992-1997,lam,Drypetes,sp.incert.2,7,0.619,1.105,0.762,1.586,5,0.288,0.523,0.304,0.947,1,0.242,0.487,0.208,1.141
Lambir,1992-1997,lam,Durio,cf.dulcis,118,1.22,1.244,1.065,1.436,27,0.681,0.711,0.527,0.996,32,0.385,0.404,0.292,0.573
Lambir,1992-1997,lam,Durio,cf.lanceolatus,46,1.899,1.828,1.452,2.265,11,0.756,0.795,0.499,1.215,17,0.535,0.55,0.346,0.846
Lambir,1992-1997,lam,Durio,cf.oblongus,35,1.645,1.622,1.271,2.089,7,1.773,1.238,0.74,2.12,5,0.715,0.647,0.344,1.206
Lambir,1992-1997,lam,Dysoxylum,cf.rigidum,20,1.473,1.516,1.144,2.024,2,1.065,0.889,0.476,1.625,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Dysoxylum,sp.incert.,55,0.996,1.075,0.879,1.335,1,1.318,0.899,0.433,1.858,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Dysoxylum,sp.incert.,9,2.106,1.795,1.228,2.606,1,1.833,0.935,0.471,1.895,1,4.961,0.825,0.343,2.002
Lambir,1992-1997,lam,Dysoxylum,sp.incert.1,53,1.614,1.605,1.301,1.985,17,0.298,0.391,0.268,0.569,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Elaeocarpus,aff.clementis,40,1.531,1.531,1.207,1.945,10,2.521,1.663,1.015,2.61,4,1.895,1.001,0.492,2.046
Lambir,1992-1997,lam,Elaeocarpus,sp.incert.,54,2.054,1.946,1.602,2.398,9,1.721,1.289,0.795,2.066,18,1.949,1.512,0.988,2.31
Lambir,1992-1997,lam,Endiandra,aff.kingiana,27,1.888,1.787,1.365,2.316,4,1.662,1.072,0.618,2.015,2,2.522,0.888,0.395,1.96
Lambir,1992-1997,lam,Ficus,macrophylla_sp.nov.nom.ined.,100,2.366,2.272,1.971,2.637,2,1.293,0.939,0.482,1.774,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Garcinia,aff.uniflora,28,1.629,1.622,1.253,2.094,2,1.063,0.889,0.463,1.719,4,1.186,0.787,0.395,1.61
Lambir,1992-1997,lam,Garcinia,cf.brevipes,242,1.397,1.405,1.263,1.561,10,0.77,0.796,0.51,1.259,4,0.447,0.516,0.243,1.025
Lambir,1992-1997,lam,Garcinia,cf.laterifolia,170,1.417,1.425,1.254,1.612,14,0.568,0.638,0.416,0.954,4,0.434,0.515,0.247,1.061
Lambir,1992-1997,lam,Garcinia,cf.minimiflora,196,1.507,1.505,1.358,1.695,57,0.845,0.843,0.678,1.048,22,0.883,0.821,0.553,1.234
Lambir,1992-1997,lam,Garcinia,cf.rhizophoroides,1,1.165,1.549,0.967,2.491,0,NA,NA,NA,NA,4,0.939,0.716,0.363,1.337
Lambir,1992-1997,lam,Garcinia,sp.39,116,1.075,1.112,0.956,1.275,19,0.581,0.638,0.44,0.929,3,0.757,0.643,0.299,1.367
Lambir,1992-1997,lam,Garcinia,sp.incert.1,10,2.13,1.81,1.258,2.559,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Garcinia,sp.incert.2,94,1.141,1.181,1.004,1.372,27,0.705,0.736,0.528,0.994,17,0.735,0.705,0.436,1.125
Lambir,1992-1997,lam,Garcinia,sp.incert.4,62,1.458,1.485,1.228,1.8,5,1.434,1.066,0.586,1.838,1,0.965,0.629,0.255,1.511
Lambir,1992-1997,lam,Gardenia,sp.incert.1,572,1.69,1.686,1.567,1.804,0,NA,NA,NA,NA,1,0.17,0.474,0.19,1.06
Lambir,1992-1997,lam,Glochidion,aff.superbum,19,1.824,1.717,1.273,2.325,6,1.79,1.242,0.722,2.055,5,0.5,0.531,0.272,1.026
Lambir,1992-1997,lam,Glochidion,cf.lanceilimbum,9,2.035,1.747,1.203,2.46,3,1.803,1.077,0.586,1.956,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Glochidion,cf.rubrum,5,1.436,1.542,0.987,2.311,2,0.795,0.826,0.419,1.507,3,2.321,0.99,0.451,2.012
Lambir,1992-1997,lam,Glochidion,sp.incert.1,1,4.583,1.695,1.094,2.721,0,NA,NA,NA,NA,1,0.89,0.621,0.261,1.514
Lambir,1992-1997,lam,Glochidion,sp.incert.2,24,1.791,1.715,1.302,2.247,10,0.59,0.676,0.429,1.081,3,0.935,0.7,0.344,1.474
Lambir,1992-1997,lam,Gluta,sp.nov.aff.malayana,362,1.17,1.179,1.09,1.286,99,0.406,0.422,0.353,0.505,43,0.209,0.229,0.175,0.313
Lambir,1992-1997,lam,Glycosmis,monophylla_sp.nov.nom.ined.,30,1.34,1.394,1.083,1.788,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Gomphandra,sp.incert.1,3,5.014,2.019,1.299,3.096,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Goniothalamus,andalauensis_sp.nov.nom.ined.,238,1.994,1.977,1.786,2.186,45,0.816,0.818,0.641,1.072,16,0.752,0.705,0.426,1.09
Lambir,1992-1997,lam,Goniothalamus,sangkoh_sp.nov.nom.ined.,107,1.427,1.435,1.236,1.694,2,0.332,0.652,0.342,1.271,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Gonystylus,cf.forbesii,2,1.153,1.49,0.952,2.334,2,1.568,0.993,0.537,1.983,1,0.065,0.4,0.172,0.958
Lambir,1992-1997,lam,Gonystylus,sp.nov.,2,0.265,1.188,0.764,1.861,0,NA,NA,NA,NA,1,1.225,0.645,0.283,1.549
Lambir,1992-1997,lam,Homalium,sp.incert.1,4,1.232,1.486,0.963,2.258,1,1.637,0.946,0.464,1.935,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Hydnocarpus,sp.incert.1,8,1.213,1.411,0.941,2.064,3,1.683,1.066,0.575,1.962,4,0.259,0.389,0.19,0.791
Lambir,1992-1997,lam,Hypobathrum,aff.venulosum,62,1.185,1.225,1.011,1.496,3,0.335,0.616,0.327,1.148,1,0.088,0.418,0.171,1.008
Lambir,1992-1997,lam,Ixora,sp.incert.1,56,1.891,1.833,1.507,2.255,1,0.652,0.809,0.399,1.686,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Knema,sp.incert.aff.latericia,41,1.509,1.522,1.184,1.96,1,0.142,0.643,0.318,1.405,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Lansium,sp.incert.1,34,1.241,1.314,1.033,1.707,4,1.402,1.024,0.565,1.87,3,0.346,0.475,0.219,0.923
Lambir,1992-1997,lam,Lasianthus,aff.reticulata,79,1.606,1.598,1.347,1.895,2,0.589,0.774,0.405,1.517,1,0.968,0.625,0.272,1.459
Lambir,1992-1997,lam,Lepisanthes,sp.nov.aff.fruticosa,23,0.985,1.151,0.864,1.539,8,0.486,0.614,0.377,1.021,3,0.301,0.446,0.209,0.977
Lambir,1992-1997,lam,Lithocarpus,aff.bancanus,4,3.269,1.904,1.219,2.791,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Lithocarpus,aff.conocarpus,46,2.182,2.052,1.63,2.549,9,3.473,1.984,1.144,3.061,6,1.172,0.833,0.461,1.571
Lambir,1992-1997,lam,Litsea,aff.angulata,4,1.734,1.584,1.064,2.407,5,1.254,0.991,0.571,1.711,2,2.288,0.879,0.392,1.928
Lambir,1992-1997,lam,Litsea,aff.lanceolata,1,2.928,1.661,1.049,2.696,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Litsea,narrow-leaf_sp.nov.nom.ined.,756,1.597,1.596,1.51,1.692,5,0.745,0.799,0.464,1.428,1,0.636,0.591,0.25,1.418
Lambir,1992-1997,lam,Litsea,sp.incert.1,64,1.695,1.669,1.368,2.092,3,0.704,0.795,0.426,1.419,1,2.851,0.771,0.335,2.014
Lambir,1992-1997,lam,Litsea,sp.incert.2,1,0.673,1.465,0.909,2.341,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Litsea,sp.incert.3,4,5.362,2.12,1.364,3.339,2,1.074,0.878,0.456,1.691,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Litsea,sp.incert.4,1,7.554,1.767,1.139,2.856,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Litsea,sp.nov.aff.ferruginea,98,2.139,2.07,1.761,2.413,10,1.8,1.341,0.843,2.132,20,1.253,1.058,0.676,1.666
Lambir,1992-1997,lam,Lophopetalum,sp.incert.1,34,1.292,1.362,1.052,1.741,8,0.575,0.676,0.403,1.089,12,1.355,1.058,0.615,1.744
Lambir,1992-1997,lam,Lophopetalum,sp.incert.2,73,1.414,1.431,1.177,1.728,2,1.771,1.01,0.522,1.914,7,0.252,0.357,0.194,0.631
Lambir,1992-1997,lam,Lophopetalum,sp.incert.3,45,1.023,1.115,0.885,1.368,4,0.987,0.904,0.517,1.6,1,0.522,0.57,0.247,1.339
Lambir,1992-1997,lam,Madhuca,aff.malaccensis,292,1.04,1.057,0.965,1.165,68,0.734,0.747,0.596,0.925,97,0.417,0.425,0.342,0.517
Lambir,1992-1997,lam,Madhuca,aporusa_sp.nov.mon.ined.,1,0.488,1.403,0.873,2.301,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Madhuca,kuchingensis_sp.nov.nom.ined.,217,1.242,1.259,1.125,1.408,42,0.802,0.812,0.629,1.037,33,0.288,0.315,0.221,0.448
Lambir,1992-1997,lam,Madhuca,sp.incert.1,22,1.783,1.73,1.28,2.243,0,NA,NA,NA,NA,1,1.062,0.619,0.266,1.561
Lambir,1992-1997,lam,Magnolia,aff.gracilior,25,1.238,1.333,1.007,1.742,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Magnolia,daun-bulat_sp.nov.nom.ined.,19,1.183,1.31,0.977,1.742,2,0.304,0.645,0.346,1.244,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Mallotus,sp.incert.1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.091,0.881,0.344,2.156
Lambir,1992-1997,lam,Mangifera,sp.incert.1,1,1.785,1.58,0.994,2.617,2,0.816,0.825,0.429,1.571,1,0.967,0.618,0.257,1.502
Lambir,1992-1997,lam,Mastixia,sp.incert.1,43,1.656,1.632,1.317,2.06,4,0.813,0.825,0.464,1.531,8,0.886,0.77,0.43,1.412
Lambir,1992-1997,lam,Mastixia,sp.incert.2,1,0.463,1.414,0.903,2.267,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Melanochyla,sp.nov.aff.angustifolia,107,1.338,1.357,1.158,1.573,34,0.737,0.745,0.552,0.972,16,0.338,0.38,0.231,0.608
Lambir,1992-1997,lam,Meliosma,sp.incert.1,649,1.171,1.178,1.104,1.261,50,0.501,0.527,0.418,0.67,20,0.267,0.308,0.203,0.475
Lambir,1992-1997,lam,Memecylon,sp.nov.aff.argenteum,13,1.597,1.585,1.113,2.279,3,1.384,0.964,0.523,1.849,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Memecylon,sp.nov.aff.paniculatum,577,1.441,1.445,1.346,1.548,32,0.601,0.634,0.474,0.848,3,0.479,0.541,0.243,1.148
Lambir,1992-1997,lam,Microcos,aff.blattaefolia,176,1.874,1.86,1.65,2.097,29,0.781,0.786,0.573,1.076,3,0.484,0.523,0.256,1.113
Lambir,1992-1997,lam,Microtropis,sp.incert.1,1,1.451,1.557,1.002,2.535,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Monocarpia,sp.nov.2,97,2.314,2.212,1.92,2.625,24,1.112,1.037,0.748,1.437,12,1.052,0.881,0.544,1.51
Lambir,1992-1997,lam,Monocarpia,wrinkled-fruit_sp.nov.nom.ined,127,2.041,1.992,1.735,2.318,45,1.122,1.091,0.84,1.4,27,1.048,0.955,0.659,1.421
Lambir,1992-1997,lam,Myristica,sp.incert.,0,NA,NA,NA,NA,1,3.417,1.016,0.508,2.15,3,0.39,0.487,0.237,1.045
Lambir,1992-1997,lam,Myristica,sp.nov.aff.tubiflora,48,1.643,1.635,1.301,2.009,11,0.796,0.805,0.519,1.254,10,0.261,0.336,0.196,0.583
Lambir,1992-1997,lam,Nephelium,aff.lappaceum,67,1.245,1.293,1.056,1.552,7,0.594,0.687,0.415,1.179,6,1.254,0.901,0.476,1.732
Lambir,1992-1997,lam,Nephelium,aff.ramboutan-ake,24,1.142,1.261,0.951,1.693,11,0.934,0.885,0.579,1.395,4,1.875,0.955,0.458,2.02
Lambir,1992-1997,lam,Osmelia,sp.incert.1,38,1.699,1.666,1.336,2.11,16,0.954,0.921,0.634,1.344,8,0.247,0.339,0.195,0.604
Lambir,1992-1997,lam,Palaquium,sp.incert.1,5,1.756,1.637,1.087,2.468,0,NA,NA,NA,NA,2,0.951,0.659,0.304,1.49
Lambir,1992-1997,lam,Payena,aff.obscura,27,1.785,1.743,1.344,2.267,5,0.466,0.65,0.384,1.107,13,1.51,1.171,0.703,1.908
Lambir,1992-1997,lam,Pellacalyx,sp.incert.1,15,1.702,1.645,1.199,2.22,1,0.144,0.651,0.324,1.29,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Pentace,aff.laxiflora,146,1.647,1.638,1.44,1.881,25,1.202,1.12,0.791,1.546,29,0.382,0.405,0.291,0.577
Lambir,1992-1997,lam,Polyalthia,sp.incert.1,22,1.094,1.24,0.942,1.627,3,1.453,1.015,0.529,1.868,11,0.534,0.549,0.326,0.95
Lambir,1992-1997,lam,Polyalthia,sp.nov.aff.motleyana,40,0.982,1.096,0.87,1.363,5,0.37,0.581,0.345,1.002,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Polyosma,sp.incert.2,29,2.507,2.191,1.684,2.866,1,2.795,1.016,0.476,2.086,3,1.632,0.87,0.381,1.791
Lambir,1992-1997,lam,Polyosma,sp.incert.3,118,2.237,2.172,1.876,2.497,15,0.775,0.797,0.529,1.192,5,0.734,0.651,0.352,1.256
Lambir,1992-1997,lam,Pouteria,aff.maingayi,304,1.393,1.401,1.267,1.544,126,0.468,0.483,0.412,0.563,46,0.26,0.283,0.215,0.376
Lambir,1992-1997,lam,Prismatomeris,sp.incert.1,40,1.765,1.718,1.346,2.147,1,1.357,0.901,0.463,1.851,1,2.375,0.743,0.321,1.768
Lambir,1992-1997,lam,Prunus,stipulaceum_stat.nov.nom.ined.,36,1.801,1.756,1.374,2.229,18,1,0.953,0.659,1.386,8,0.644,0.607,0.336,1.094
Lambir,1992-1997,lam,Pternandra,daun_tebal_sp.nov.nom.ined.,1050,1.639,1.638,1.551,1.721,425,1.297,1.29,1.184,1.407,220,0.866,0.86,0.751,0.98
Lambir,1992-1997,lam,Pternandra,sp.incert.1,278,1.651,1.649,1.482,1.817,66,0.736,0.748,0.61,0.922,28,0.836,0.793,0.544,1.14
Lambir,1992-1997,lam,Quercus,sp.incert.1,3,1.709,1.589,1.007,2.475,1,2.554,0.966,0.468,1.963,2,1.201,0.72,0.323,1.621
Lambir,1992-1997,lam,Quercus,sp.incert.2,22,1.493,1.518,1.15,1.977,9,2.056,1.43,0.923,2.334,2,0.757,0.631,0.301,1.362
Lambir,1992-1997,lam,Randia,sp.incert.1,135,2.263,2.204,1.909,2.537,22,1.406,1.249,0.897,1.783,15,0.448,0.479,0.3,0.754
Lambir,1992-1997,lam,Rennellia,sessiliflora_sp.nov.nom.ined.,400,1.453,1.45,1.347,1.582,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Rennellia,sp.nov.aff.elliptica,321,1.343,1.348,1.234,1.478,9,0.517,0.628,0.406,0.993,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Rinorea,sp.nov.1,12,2.065,1.803,1.28,2.543,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Ryparosa,light_pink,10,0.593,0.997,0.706,1.435,1,4.607,1.083,0.512,2.185,1,0.097,0.421,0.174,1.025
Lambir,1992-1997,lam,Santiria,aff.conferta,19,1.928,1.79,1.304,2.439,7,0.412,0.564,0.35,0.946,1,1.196,0.631,0.276,1.516
Lambir,1992-1997,lam,Santiria,aff.rubiginosa,765,1.427,1.431,1.347,1.516,64,0.518,0.543,0.436,0.679,19,0.252,0.297,0.198,0.466
Lambir,1992-1997,lam,Santiria,cf.mollis,103,1.451,1.467,1.25,1.72,6,0.392,0.57,0.329,0.966,3,0.724,0.638,0.295,1.351
Lambir,1992-1997,lam,Santiria,glauca_sp.nov.nom.ined.,66,1.513,1.524,1.262,1.84,14,1.387,1.192,0.761,1.777,19,0.566,0.566,0.367,0.87
Lambir,1992-1997,lam,Santiria,lanceolata_sp.nov.nom.ined.,0,NA,NA,NA,NA,1,0.223,0.692,0.345,1.424,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Saprosma,sp.incert.1,6,2.484,1.859,1.235,2.71,3,1.346,0.974,0.529,1.799,2,0.105,0.35,0.158,0.822
Lambir,1992-1997,lam,Semecarpus,sp.nov.,2,1.246,1.528,0.946,2.362,1,0.166,0.676,0.328,1.273,1,0.572,0.571,0.243,1.428
Lambir,1992-1997,lam,Semecarpus,sp.nov.aff.trengganuensis,182,1.172,1.195,1.058,1.346,5,1.614,1.107,0.617,1.947,1,0.07,0.402,0.162,0.942
Lambir,1992-1997,lam,Shorea,smithiana_et.al.mixed,634,2.799,2.774,2.609,2.973,142,1.434,1.41,1.201,1.624,103,1.053,1.022,0.84,1.245
Lambir,1992-1997,lam,Shorea,sp.incert.,1,1.279,1.547,0.948,2.638,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Sterculia,cf.scortechinii,82,1.705,1.687,1.402,1.979,11,1.621,1.294,0.816,1.971,8,2.051,1.273,0.694,2.263
Lambir,1992-1997,lam,Sterculia,lambirensis_sp.nov.nom_ined.,22,2.349,2.047,1.494,2.698,0,NA,NA,NA,NA,1,1.824,0.694,0.292,1.61
Lambir,1992-1997,lam,Sterculia,rotundifolia_sp.nov.nom.ined.,67,1.76,1.731,1.414,2.084,6,1.181,1.008,0.576,1.739,19,0.343,0.384,0.247,0.577
Lambir,1992-1997,lam,Sterculia,sp.incert.1,12,1.098,1.3,0.943,1.788,2,4.579,1.264,0.683,2.389,1,1.029,0.638,0.255,1.492
Lambir,1992-1997,lam,Sterculia,sp.incert.aff.rubiginosa,47,1.158,1.221,0.99,1.524,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Strombosia,green_sp.nov.nom.ined.,379,1.326,1.334,1.228,1.449,5,0.337,0.556,0.32,0.98,2,0.299,0.468,0.216,1.01
Lambir,1992-1997,lam,Strombosia,white-twig__sp.nov.nom.ined.,143,1.283,1.3,1.125,1.499,30,0.511,0.552,0.395,0.748,11,0.454,0.475,0.293,0.82
Lambir,1992-1997,lam,Syzygium,cf.acuminatissima,100,1.833,1.806,1.548,2.109,10,1.027,0.966,0.597,1.494,13,0.61,0.603,0.367,1.004
Lambir,1992-1997,lam,Syzygium,cf.adenophyllum,716,1.49,1.491,1.402,1.581,112,0.861,0.858,0.719,1.015,35,0.351,0.372,0.262,0.513
Lambir,1992-1997,lam,Syzygium,cf.attenuatum,35,1.969,1.879,1.445,2.387,9,1.253,1.05,0.675,1.695,60,0.624,0.628,0.49,0.809
Lambir,1992-1997,lam,Syzygium,cf.chloranthum,22,1.829,1.726,1.293,2.31,0,NA,NA,NA,NA,3,0.275,0.439,0.205,0.925
Lambir,1992-1997,lam,Syzygium,cf.formosum,143,1.473,1.482,1.309,1.693,29,0.527,0.57,0.419,0.782,3,0.471,0.509,0.245,1.123
Lambir,1992-1997,lam,Syzygium,cf.glaucicalyx,98,1.272,1.304,1.106,1.525,34,0.549,0.582,0.442,0.794,23,0.435,0.461,0.307,0.684
Lambir,1992-1997,lam,Syzygium,cf.grande,897,1.493,1.493,1.412,1.579,189,0.832,0.833,0.741,0.948,220,0.467,0.468,0.406,0.538
Lambir,1992-1997,lam,Syzygium,cf.heteroclada,3,1.302,1.506,0.95,2.428,3,0.601,0.738,0.405,1.374,18,0.419,0.452,0.291,0.681
Lambir,1992-1997,lam,Syzygium,cf.irigensis,27,1.658,1.635,1.247,2.121,10,1.341,1.131,0.724,1.743,8,0.245,0.341,0.196,0.622
Lambir,1992-1997,lam,Syzygium,cf.perpallida,26,1.626,1.613,1.225,2.096,2,1.072,0.883,0.478,1.717,11,0.551,0.559,0.335,0.932
Lambir,1992-1997,lam,Syzygium,cf.robertii,5,0.866,1.295,0.844,1.988,2,0.881,0.844,0.429,1.641,4,0.354,0.46,0.221,0.934
Lambir,1992-1997,lam,Syzygium,cf.subdecurrans,5,2.41,1.776,1.175,2.792,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Syzygium,cf.treubii,60,1.575,1.565,1.299,1.925,9,0.635,0.709,0.444,1.129,9,0.4,0.457,0.268,0.786
Lambir,1992-1997,lam,Syzygium,cf.variolosum,167,1.655,1.643,1.455,1.872,26,0.831,0.832,0.596,1.153,12,0.506,0.522,0.318,0.871
Lambir,1992-1997,lam,Syzygium,cf.xanthophylla,85,1.413,1.432,1.212,1.702,14,0.54,0.618,0.42,0.906,26,0.263,0.294,0.201,0.435
Lambir,1992-1997,lam,Syzygium,lambirensis_sp.nov.nom.ined.,28,2.13,1.944,1.492,2.536,7,0.9,0.865,0.509,1.408,8,0.402,0.464,0.248,0.806
Lambir,1992-1997,lam,Syzygium,sp.incert.,27,1.41,1.448,1.123,1.89,3,0.73,0.799,0.428,1.508,10,0.192,0.277,0.163,0.475
Lambir,1992-1997,lam,Syzygium,sp.incert.1,3,1.876,1.614,1.058,2.513,2,1.353,0.939,0.509,1.795,1,0.23,0.475,0.203,1.106
Lambir,1992-1997,lam,Syzygium,sp.incert.A,190,1.394,1.403,1.255,1.565,40,0.65,0.678,0.52,0.873,6,0.255,0.371,0.203,0.7
Lambir,1992-1997,lam,Syzygium,sp.incert.b,56,1.72,1.688,1.371,2.066,5,0.749,0.793,0.454,1.394,13,0.489,0.508,0.313,0.825
Lambir,1992-1997,lam,Syzygium,sp.incert.c,104,1.31,1.338,1.151,1.576,23,0.625,0.665,0.465,0.93,40,0.533,0.536,0.391,0.735
Lambir,1992-1997,lam,Syzygium,sp.incert.d,122,1.434,1.443,1.246,1.659,19,0.662,0.697,0.485,0.999,13,0.814,0.745,0.46,1.199
Lambir,1992-1997,lam,Syzygium,sp.incert.e,158,1.209,1.227,1.08,1.406,25,0.39,0.456,0.326,0.634,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Syzygium,sp.incert.f,32,2.649,2.292,1.77,2.938,6,1.164,0.981,0.564,1.691,17,0.38,0.419,0.271,0.659
Lambir,1992-1997,lam,Syzygium,sp.incert.g,3,3.806,1.894,1.24,2.904,3,0.697,0.777,0.413,1.487,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Syzygium,sp.incert.h,0,NA,NA,NA,NA,0,NA,NA,NA,NA,14,0.574,0.571,0.356,0.914
Lambir,1992-1997,lam,Syzygium,sp.incert.i,22,1.415,1.468,1.119,1.96,5,0.963,0.891,0.462,1.559,6,0.512,0.546,0.282,0.959
